Age,Salary
20,87087.40540251567
31,45628.453711724986
50,51553.19475719871
46,76098.24939444059
41,60585.448837880656
44,37419.69129560746
21,74867.34006856945
56,109499.45791312442
26,112476.36286266845
34,93022.34880938739
56,49200.95901477216
41,52647.5517576875
50,109175.4973776648
51,81735.83564782815
24,48166.53369887266
22,103348.00807351945
24,92607.44849179607
59,43317.20402968994
50,99632.41372002718
21,88147.63744326805
18,100647.87913126335
44,100495.39826603173
22,97205.11985748188
46,48142.90580578428
43,80285.3281147702
21,70523.05894678363
51,99961.26247166253
20,77129.13371984156
50,115274.68896956723
44,86428.64587412201
55,101244.07391803073
42,108944.48875903935
45,79070.91038927584
47,90794.23972699852
42,90548.8261785699
29,70055.90130206276
28,44828.764965642666
29,87740.62519198874
41,98711.72494857828
18,112375.34798983659
19,86552.07488477798
35,100318.7313333445
21,55434.43973541618
20,63335.86761883825
46,55573.485580387765
45,82469.48411262617
26,92750.53545973342
54,78988.88497816659
31,34561.291575445604
24,45909.30455300235
24,61188.91702950443
36,66783.15260767119
34,85299.14636093176
34,92552.56034842666
33,30965.31851222454
55,93448.46457422042
38,106990.90856243097
59,96140.04234083979
46,42290.11563786969
26,86727.3782854476
28,66307.72696493035
23,95116.27351095852
36,114047.20836058367
23,68517.06326340296
23,76600.53227697962
39,114362.9921152943
40,90098.0739424738
58,41616.771720461016
47,60954.6241778767
25,117490.90505243748
24,96089.22430244622
27,74898.65254654223
27,101369.76154506205
21,76004.81132888862
48,115687.43687123939
24,62865.165742863304
28,38902.06190895128
54,100367.41385473325
38,65083.915965769585
54,35294.409070101894
44,98154.12774855571
43,33109.509008131965
57,37146.767417693016
59,93594.9811882108
36,99496.7668313814
49,35003.60431182953
35,56148.09753824741
25,60015.655394571695
51,110582.79113036297
58,90187.99412414909
26,49175.83972327763
33,114996.82823286197
31,93028.0060862822
47,84904.35692008113
50,91566.8839362837
47,106620.66975935592
51,52091.60401000527
48,79391.76249339811
47,119084.1930537821
45,103595.21087512508
48,90792.42451888666
49,95143.25975775454
28,31269.930546853124
48,78223.61811785898
49,93334.48213172234
35,87556.22026858403
54,85624.68172393428
21,102901.0972402284
22,64541.49773576496
55,54821.95689788493
34,68597.54503751194
28,105632.46794196416
30,36010.5963148897
31,61480.87029422767
29,95785.92494046739
42,47349.787999728345
53,59380.64757453173
24,36956.25928996374
57,108732.50555730973
32,79018.59186015357
50,37645.9434781452
51,41564.07882751722
59,56600.00118057553
32,39475.234869921536
43,83037.5262725105
57,47449.922335228584
52,49191.3464042542
57,108274.78325530168
21,99542.04936801612
28,64788.22459502239
37,64266.67968011768
18,35051.486478638486
27,99955.80441016972
44,107032.27687758933
54,50722.145445804934
19,71575.14327547024
28,75691.2595531518
26,39029.53310885359
18,106179.54990041633
33,110218.30047445674
24,35903.33372228274
48,114017.49945874841
40,115126.97100374063
25,74060.29142227498
23,70492.09552620217
57,115305.50132169799
58,45301.35623418122
56,85790.10234243074
34,115313.63325167417
30,110741.45050138966
55,110136.08178720389
59,58583.33495159881
45,63376.22060552151
31,117970.02455502533
40,87690.21260965911
49,48471.78513984705
21,105479.60851956815
55,88884.85072226112
23,69786.9812391774
20,96171.40256450596
27,38200.72036022387
27,60520.19998583215
35,118413.09816337728
38,93588.79981755833
54,53147.851417003156
37,93291.86234369382
51,76825.21023944119
38,64848.130602666184
31,59804.149068829414
57,72193.12365521045
56,48106.26688684331
51,71230.8727827587
21,118107.70007753657
54,116564.81988271842
32,43900.24606002484
29,60793.42567390388
48,66344.20593840917
26,95804.01742203116
58,41610.90181623476
20,101256.00732941547
41,36696.61950749406
42,110528.66140520209
30,54353.6029009425
57,79694.56089124596
34,101608.21835061094
51,43070.832604542906
20,83992.24562745809
47,89577.089222749
50,74253.21881233313
35,64365.10014417974
29,105859.35905178152
46,40067.268624063116
54,92976.13587721143
29,80781.88644007583
22,57634.45424936277
26,73459.47232095368
34,88149.0225603169
31,31688.685180757348
49,90619.21191726117
19,118860.42754557998
41,105775.87950799328
53,45682.82907025164
23,34042.23822700223
56,79257.10513238615
24,98793.20877212827
39,56112.29227215682
36,76396.13904464648
28,110778.69252848586
48,73980.59003849982
48,119718.56486639754
20,96027.37785954803
39,53067.03316366886
55,102144.29498970023
23,95594.79759866274
49,115409.52149957951
43,75856.21608239684
38,64497.48349689374
52,111930.92618368857
33,64298.61279852473
42,64687.557707692074
55,72120.23298274694
42,116632.44500329168
34,74456.95735013408
25,113610.80317765164
36,114965.3796679263
58,31675.36859151546
32,80889.53237610565
30,97511.3468471164
24,80420.25543182052
47,59651.61476338185
42,44269.24410395683
52,88901.11886738421
58,92390.46457533454
45,37188.19180432889
32,78749.73826697834
48,113841.410012641
45,93682.18207114225
35,71482.71844808059
52,115917.1635396079
57,80056.01977863774
34,78078.96204778497
23,94251.13990772949
33,66597.23795201341
57,60234.68449251936
20,108652.95511662672
18,62104.293908158375
41,56409.30925606339
28,96402.05286952324
59,108318.77995851148
34,87125.72532424756
32,59485.17726497728
46,33603.861719684144
18,83020.93917200927
46,49089.63664829628
43,42650.92839467843
48,101060.23766986937
23,118117.95833345117
36,66957.03874277955
28,53815.08563436337
39,57851.69218139611
49,113423.1678890111
25,103809.31246730444
56,49756.811890232464
39,119142.05604853823
47,112250.71663378163
26,97223.36967131493
57,88870.42477437344
33,92793.31537165196
29,85050.84757602861
22,36530.212995321825
31,30250.11186063857
22,79729.4712163225
57,67138.59446514284
47,107592.42291203587
37,108992.96731577677
56,40044.21342996523
54,105623.37740388085
48,33902.65745189355
20,88635.07986707949
33,111822.53840963573
21,111218.38189321538
19,42412.25420893249
26,32732.01278405251
19,60824.957450373535
55,50624.024706033044
40,107124.94750751411
31,53349.73198373261
32,46162.725144058204
31,80644.1220142513
27,41637.90157564964
32,44474.39811533939
25,63341.25013022475
49,57119.03338910187
40,101150.37786388492
18,46944.19346472809
42,62242.95427803049
59,32837.27474396872
28,105450.1247002264
29,36653.48625786638
38,116185.23309491582
50,85950.21829559833
53,101592.32516016938
46,31490.45043315997
40,53088.74848044356
45,61647.68471458535
56,119012.25130756231
52,66942.95446180631
28,45817.91271070261
45,30545.53685350085
51,37456.26023052749
44,84585.19899755932
20,119090.36413677396
43,32012.088978103806
30,53101.88778012771
35,47686.28870339207
53,47603.948418422166
51,97603.79121933585
20,57849.05455597242
52,80575.24030489616
26,107845.89891359257
33,68201.3558263123
18,55379.98731983728
38,104892.52336161173
27,76057.0923773539
55,105013.79070029866
59,106370.07511077881
47,103910.59676310378
30,52960.94773516181
19,63618.61222776509
49,55519.48991767351
45,68801.3230662256
37,34198.82048414727
21,55844.46010504641
31,40730.64837829386
19,35622.19273802084
57,66226.92888985708
51,70505.11504589737
42,36027.40110731162
47,74773.71205749408
32,67955.59744022597
37,95485.49565378496
24,111419.64816313193
18,34956.022870900866
53,52790.64534445132
34,36594.8738706611
32,64647.46297744251
50,100989.67411100281
36,102013.35306584787
32,77577.16758399707
30,46633.28099547429
59,60607.2497831629
32,115179.40505090282
53,50171.897270199945
21,87993.71560852215
24,115627.87971510108
36,65846.67485189444
29,113347.64394243303
58,115824.06259316712
50,94374.99155667113
35,116370.33110360263
36,62491.745018670495
25,117684.36129451366
31,41592.14774436145
55,56792.350368287414
43,30926.249028557435
32,98646.27952770458
54,101680.25216172465
58,65682.37297842484
49,55792.465036229536
45,108702.75304081736
52,43250.58313662659
42,50729.990397764064
47,119570.93256219916
43,111601.91514854152
43,60128.050547658204
46,115192.79735922774
18,59088.55439703855
42,108644.01665263706
21,68109.62483041346
59,108103.30308798955
36,32818.35347784957
49,93524.36139820889
32,85117.39870881569
34,50461.55896570026
54,72046.38929832392
53,68202.14294413595
30,77300.44123783582
53,56943.413966794644
32,116485.35316614708
28,86364.2765370405
50,118026.83876857562
42,92451.08237272126
49,60267.09316733145
44,42560.24526884667
46,99989.56851038791
55,70170.89217977697
37,55620.529266036494
53,32652.394531277765
38,45030.55849445565
54,88186.08858057982
46,47798.31843302517
51,96580.53618030732
35,69191.88692004763
43,71693.31568989906
37,65292.823079849
55,117250.68731298625
42,52060.288094323405
49,74269.16299090118
27,103668.47135774251
24,103367.74012913503
42,94241.00740779906
19,81241.7195499659
53,69432.6258738673
43,107206.73960390314
55,38735.86683365096
54,81340.64873226004
50,117613.69106255981
52,88637.72717203537
47,65879.0264165123
19,115681.37361492986
46,114384.0673259804
56,55082.8163427238
31,89865.72431177335
58,50878.42342636369
36,63107.4926728746
51,105470.55070940111
59,58781.70563467329
55,99491.19794105605
19,90214.3635978713
43,41192.09933594161
50,45668.684189297484
29,45246.19993770503
49,116782.21099528529
56,93213.79939983616
52,49711.08855481599
18,85764.15610139896
42,62987.18558195503
20,95126.4118204487
53,49103.88917701974
24,113826.79464653449
21,97295.08539155229
19,42846.80602356115
53,66355.96192300801
43,91212.24698420471
27,61166.951985527005
24,92239.42792032253
43,33292.85047919373
55,68389.08671187388
21,76914.93563584129
20,56121.64406265549
24,62749.91479663133
44,37560.31401276099
32,93041.10887521968
35,84696.18731536696
56,44724.571198958976
51,46688.154965262176
54,56142.192004729215
37,68995.5776871159
19,32059.798765583455
38,85057.52018482797
55,90864.03637393788
18,78855.2419039242
23,83112.90522481027
49,93033.91879509612
33,73080.46781746566
59,87583.89585599226
33,46691.11754646937
37,60967.54326506003
58,94155.89279727082
22,43539.233122237354
58,60196.40157915707
41,97762.96475445009
18,106384.93754353849
31,65611.33084860811
26,32975.11321906506
46,107325.45966955203
48,56132.57417080939
22,103202.28024308903
36,57528.69139689494
44,76300.7132204966
38,115604.55188700669
41,40978.47886797684
36,46051.33886017535
44,56210.78182370375
22,78008.56981287563
50,99454.9369672077
19,53511.596086910475
40,42355.55966956357
44,80313.14792686676
47,52545.69848364542
54,50883.97641381885
45,100985.56926803783
51,79150.27768489532
30,51520.34751691768
26,85471.34472343253
27,32396.636893076677
39,53826.090760408435
25,55233.469485738984
49,91670.43467493537
46,96501.00760324429
19,107780.80754558311
33,79198.92088589777
55,109241.04240215261
27,64669.950782490465
19,96951.59062298264
29,84661.74089761997
57,44586.249987949224
39,72770.7896994439
40,112707.46094463575
55,96752.44798928485
52,43600.61387131474
58,77912.358057603
30,62518.312900233024
37,53953.20182542508
18,35885.01783642985
50,31867.530189876023
21,64870.13293664844
43,55315.635300787275
44,30007.534510979844
54,73969.5964575741
29,102948.60576683945
57,75705.00879400798
46,117585.30080752696
37,63327.60015235383
31,115346.43589216276
42,90093.00640612039
36,111188.76806835704
56,54640.30519500951
28,81612.32652348318
40,38968.82650303008
33,87021.71235620054
59,32079.454543105105
39,53619.431300587414
33,99338.19086413385
25,61928.52113207003
18,109313.85422222914
18,86020.17776429724
23,58529.25889197599
46,77294.49003614325
55,88069.05189756086
52,64909.33780548616
25,54787.6820377853
41,31643.974813351473
30,36806.530853213015
20,88269.29670080703
25,52960.23166000896
25,55749.57499545526
33,79138.17593667185
59,36542.78107504497
55,67823.5709050644
49,74440.7296358776
21,61390.468991585054
43,86320.43859704354
52,115197.65183919528
52,87183.40001565733
24,111060.92600051359
22,31118.13396619359
26,117270.70469183434
45,56916.80042156339
30,36336.18205471086
26,46674.08266944988
52,112883.9696765402
45,115443.62892743191
46,78495.13752077924
19,80630.76415336924
19,87983.1347788822
27,114075.40224198434
32,72364.87076589995
50,35741.83840942054
25,38420.75247284966
56,75853.9586149464
52,61799.60962898069
20,61154.641199111735
32,111957.8138467363
42,40359.55133129059
32,114696.90422735269
25,93779.9151900993
26,117763.41391504393
30,63841.84145039973
53,55871.47779442367
45,61196.77526837374
18,30758.133427166656
23,118334.74844448348
25,38225.9489468172
33,118311.01145821784
33,112782.37667300538
18,36953.493967269715
36,104450.03996543799
52,96181.30864643029
40,64865.72534379163
45,55825.81775177315
58,41019.80550999717
19,35457.76262572213
34,100200.92984290127
25,106221.87491441183
44,50747.814875603435
47,37034.46990211274
48,53511.71932251484
37,58459.76245273441
30,57416.57608964974
49,89380.99412042918
45,69864.70993053836
46,30430.33383793102
44,66372.69119497367
29,34954.46796200676
55,43756.80721876354
22,109576.96527294615
51,38923.21339426672
18,54488.137290859624
34,37876.60039169933
46,90554.98508186257
29,109775.23990404882
51,108559.64059967015
57,61935.597635254875
45,101896.73702484411
54,66106.70328621427
43,112461.59206165897
40,56742.47614931356
34,96603.31808407906
55,30827.293692885512
27,70913.19794231642
37,44724.33605940349
29,118476.32890851727
48,36963.8694952558
58,52571.06191212865
20,30627.724387119288
19,36392.802545583276
44,62762.91098304452
53,104299.98936246784
28,41813.6646594715
47,32242.251157941642
19,95701.69306810948
29,119411.6871138266
45,89730.41381192661
42,44047.44027600658
41,110808.59155809013
29,52201.47136142437
29,116489.91508837587
32,71714.35447893382
40,44730.87576393166
25,71522.27052529345
28,60105.58758751882
31,77445.00897829741
21,61711.56510945526
42,116713.27601148222
18,68992.67031778567
23,77933.79610789932
27,68395.55721536864
31,79508.01584878187
35,67893.61083613647
54,44166.42483444931
38,84841.81425653776
49,101555.24652574085
33,32707.644199810602
28,82818.49713073493
29,52523.560724414536
33,99202.4209077789
35,53202.16970143726
30,36088.49601759704
45,86603.03569454604
56,63668.08256579865
50,79554.59534837262
37,83294.13529956347
50,34631.628505746674
45,117581.90089654979
23,116171.68319873314
40,99050.50525331785
20,46304.61771380283
45,63643.28756832161
28,74397.44556265586
47,52225.27954992451
34,101476.35404999062
46,73703.31800577634
56,115056.11815787153
49,50720.16578178693
31,45223.9152356472
31,50821.01972730372
28,37981.48439345231
34,96450.63174421598
53,47210.92618991567
43,55665.11719166837
55,67428.07530523142
37,74693.91000898255
36,91672.83340284972
52,33335.23110729119
39,82477.59444618961
24,38041.81275255044
52,39310.53364127304
51,80294.43959184168
28,96266.36210562564
38,92080.2607072838
43,44559.50691264034
32,74362.19424312084
50,96581.3933631986
53,38982.88385410096
25,75216.69124524019
55,110649.60089584044
23,88265.3767234397
18,46622.16984721695
50,76079.41316043817
58,114358.78452611543
33,88997.9886729058
55,102583.53228216832
59,62323.68381265232
49,36487.65340241987
27,36232.467589596024
55,31941.183128698423
33,62364.00076332521
31,96303.28677093203
42,89076.9931289077
37,46805.52574043411
59,42013.71336391621
55,108911.96934094827
33,50919.68660405572
32,88968.89667348952
23,58820.22002674958
48,116363.52240614593
57,102632.16065165639
42,95751.27787810416
52,85487.20326513115
24,49388.59741973317
36,112907.64910262305
18,39511.33271559718
47,75037.370076919
33,105322.12180427
38,40825.821114322796
21,96278.62588549753
20,74660.6138107976
27,38041.64804614157
29,59067.863231172494
27,104922.18382367234
22,42825.26874256798
33,34200.822447152415
41,113555.0876367702
57,77495.10869667433
46,61440.43703541154
36,60556.334520596734
57,75946.54076218273
51,59278.85587725185
46,103480.5187235258
27,42051.987696027325
54,70287.23231570132
44,76641.54238481258
22,99572.18288529267
36,86607.09257150156
25,94975.5181483779
40,30006.540345601512
25,100968.80766234397
55,74393.06059647474
44,68837.1920323245
43,85811.56150957229
49,72617.19726052471
59,58477.290684544554
30,112323.32535054341
52,74042.1664948767
39,57506.411563934205
59,90125.25166140895
33,98881.74753414677
20,79396.70048559766
31,118749.05936139199
24,75214.05783269394
58,60115.85475451434
42,51485.12941472094
45,85525.24787203102
54,48259.55676674037
48,52753.18719169877
46,55799.496165028744
35,114628.73813742427
43,78359.2091086579
51,44993.02188949388
46,113630.30233822648
57,54654.430847468255
29,104047.58944938668
37,111198.87440126813
39,95568.42045222624
39,59818.208554995064
42,41370.11940808355
46,43240.51610831246
57,52609.847725448955
50,38792.847974536286
22,43190.62151755948
19,107451.01791285214
42,88098.3611662974
39,46466.83376782338
57,78145.91417537307
18,69891.6228954982
26,103337.31201496109
54,101026.87231779845
35,88715.00450038117
55,98211.94196993817
57,58680.63139670602
29,107597.89563261105
50,95497.87745494774
58,30707.290837506345
35,96002.18112655624
39,70266.36953787047
54,63072.46511984772
52,102425.86960751314
34,93114.27749692701
37,84329.3059418755
33,83254.28580688176
51,49421.37943066704
38,115133.96747262846
57,111273.80963751899
26,119160.23900621338
51,46375.55641809661
53,36390.298268058395
35,49204.63506866896
38,92617.7515492915
27,108402.70280664077
22,110990.1193342423
34,58648.43016753075
27,85162.22608131685
44,89670.57903446905
47,79608.03858336333
36,95788.46570599575
51,59757.002102954095
33,87536.48569735006
48,117178.67600326591
24,54225.67677682654
44,100053.2120096928
50,117933.14444340854
51,113302.07287281314
59,70962.2100300923
31,69926.79099740868
50,70382.46645479345
49,80129.859198864
56,59123.251975302446
21,62688.918403024654
58,113586.09930795747
44,70844.55127903527
26,104354.08845320225
26,92264.01885659066
41,32380.558691682192
33,83575.84760151363
30,86308.26422428805
46,99413.39384034277
26,104699.62368294912
45,86958.66178110149
32,119794.22027324207
20,111117.80478684287
40,36867.33297476415
58,43587.87327145139
27,72959.73227743959
58,36000.14091646007
35,111164.19505129069
27,34292.61609493292
42,74968.71462338816
54,74360.83041930616
32,105797.88097561973
30,104488.01014372351
37,69704.67356066752
41,107646.63942729584
29,42166.223415481145
40,51492.98662273881
53,82745.72380978783
18,63817.145164071655
32,87761.51768906538
57,104675.47484538177
43,119266.6227476513
43,109337.70458046834
39,59238.72927535981
29,110969.79047989463
41,54345.467074020125
53,78386.20079510394
30,115202.55258153091
37,32485.64251725806
29,32947.17724344589
44,48686.13764175493
22,103431.32992699927
45,64396.06901520761
57,53568.62060928368
45,50899.398558452885
48,85881.73621874445
27,31245.36295549911
29,93859.21030885224
58,84036.29829492861
31,113928.0014753361
58,40975.26603363017
36,117781.84492485439
35,46284.32173922488
37,112886.24441568844
56,87918.12391931708
35,67783.60766495447
46,95835.17355858265
25,93814.71063385939
50,109831.97733079245
23,105601.71873395558
29,78476.10213825056
41,41478.25023844176
32,115968.24115423497
43,34965.45165077524
38,83039.96410194386
50,115387.23539665676
31,82776.88607050193
31,113197.94510041132
57,79407.37005346187
22,75463.0511631612
50,112942.7609801673
39,85118.25143319578
28,55920.49763751938
25,60472.02733706649
47,37487.465026129
47,51333.0433016468
48,42010.04489707746
44,87476.81113418832
33,52020.80518549768
41,55051.87864387682
58,101929.35747404098
42,74175.88587584454
18,71056.92484392226
39,36023.650645586255
25,119703.84310288026
18,83637.68034121396
21,101014.69771601836
27,70335.11552920449
43,58879.41537673597
28,34742.04411571572
29,91186.28048490074
44,61775.353946022224
27,101513.24984498507
58,52966.312961108575
34,104759.56754972503
53,38952.76209059823
29,112009.35230934173
50,99859.01208040999
30,62300.31713612589
43,67510.51284114536
39,50961.027122488704
24,71390.0175338033
32,71864.60685639524
49,111915.1636324102
59,76828.08769433654
59,41155.79148191888
44,33277.100872804396
19,100706.03344797662
52,67312.54815032505
22,66524.44368321067
36,116604.27204750659
45,66577.91974942393
30,104083.05490287712
40,55718.79458880276
21,63270.72332466289
29,110022.90143215367
51,33110.94187172967
35,30479.53360666928
37,63644.351692767574
59,49851.340911218096
40,38061.63823157417
32,98900.56842396372
30,87826.98273133032
46,105142.94968399628
22,34279.84869694694
22,98249.82191595557
35,107394.06849534216
49,55073.4581234782
18,69824.36052536932
21,81934.52568525678
25,119558.51594006742
48,40830.834010838786
18,88870.85579754954
52,94902.69753762035
43,35579.88573149993
36,113463.58358738059
59,97179.10080139046
55,83994.22519618842
48,46328.989792940214
53,101091.25146101076
36,57069.584601842536
24,101265.28582259781
42,33776.16952331723
47,92547.50736592425
52,82803.85444716128
43,91871.22915164525
59,98287.60975154563
52,90814.19227249465
29,72375.31115291803
22,65780.21533034944
58,68321.4805561047
57,73212.26851579637
27,77879.93521722866
34,116446.81267828395
31,91956.82552190131
26,90437.0200730442
32,62627.55233813803
20,115231.0336142397
23,57367.2951467226
45,116650.29112121773
33,60894.06061859908
59,74846.56892886502
24,84804.62476758345
53,94229.22886626146
32,33225.849537645765
28,36287.90107902872
44,93154.94804309834
55,96787.82224849815
46,84210.33696301805
42,72175.34735453215
29,94152.69226725848
52,101378.74805390937
42,75035.02773987877
27,107107.54557633362
39,100684.05859559822
34,57165.002331804266
41,52202.66167823224
52,113400.66596174563
21,53870.12003166379
22,96247.20182443935
27,93548.58809806357
35,107410.23611694902
58,71837.22632492075
43,77414.92565730575
58,74716.9983366279
23,57623.26124214831
53,114776.3251727708
37,78413.39020566101
45,50396.50033354131
50,62224.59157549859
29,52935.42528339756
26,75875.58348377871
18,112390.86668094195
57,64343.76398690219
45,50875.60999907517
44,97881.7972533244
50,97317.60676174857
47,54114.20809537968
31,75756.31315941588
41,49815.49226340534
59,62061.83852440364
26,65549.27203745599
19,52660.04993228952
36,105254.96449887106
19,55268.733767286685
32,99858.99117735076
19,77204.6236233042
38,61970.361709533696
54,110136.07197982573
18,111241.14132830837
32,70067.78888557917
57,109513.72916603129
47,62564.250121603356
53,53243.69956915112
56,30453.88892585843
46,65945.30922108196
41,90644.02803584993
23,35296.15659691267
44,68723.39816985634
24,37573.41350599085
55,115221.31650774075
40,104542.7791046691
29,56276.44534590754
42,42104.14666789374
40,78746.10278068473
19,104432.38990915057
20,100652.66538340591
34,109261.66076738799
18,54363.61064869213
24,33393.46930650543
18,84408.00352134727
37,59125.55882183378
29,103686.2823351303
39,83356.45780510845
56,105531.01742519416
50,50589.870074191
45,115091.77088850916
41,81984.75469386567
34,33333.703311149155
32,47878.9981801276
18,84598.99182210944
37,88851.27675297542
56,100936.87998982587
37,91011.54978197302
24,108238.6513289447
45,79653.78805383047
30,68076.50566449761
24,101349.59762382696
33,88033.12545293936
52,79139.93842635135
27,42933.17786830907
26,90317.10415481759
45,99349.34620952499
37,32366.65665335657
24,96909.35690479903
51,85633.3193740077
43,97899.83592723084
37,82272.9241603105
38,110781.51077774254
45,60564.06183191066
44,35154.246888416164
19,96254.73788464736
36,32058.902549782993
22,103880.16751133568
25,42657.44247176059
55,59662.351255029804
24,80921.15972962786
59,110747.56719929572
22,97772.69369874829
44,43385.75856818602
36,34251.87020677837
32,84030.85814756845
50,37827.95498972427
53,113931.90672347843
23,50116.89718888795
34,44380.98171079629
51,88149.33643930458
54,46713.97651169679
23,112468.64420396402
35,44350.55830560079
37,75922.54400904362
35,76433.04507040067
47,54018.06313757359
34,118028.42052074644
38,89578.38529226783
43,61063.835006121924
25,66724.55959995298
50,51190.02468060638
48,114174.12106758759
33,119953.96990042692
24,85489.30789326882
18,105308.49854712635
27,84176.45293649213
18,34305.61363271663
58,77653.3243592281
29,106081.7556556494
55,32709.07585978884
43,109779.80083601887
36,119823.91226304621
55,101148.74804328282
57,109761.03141613724
36,48452.423049849865
39,116838.68080119514
28,112108.57585413249
28,44190.575321276774
36,93380.57600616444
27,113843.15162885697
44,94516.97775600312
39,72730.88733778574
36,80096.0221333048
47,56703.22152919204
55,99846.93217888153
18,102985.98240727
38,63201.58147539273
53,117304.07415474657
28,110425.14297945112
49,35946.47676420626
19,48479.00129573402
45,73561.95048483899
29,67332.44255629973
28,106945.33288307348
39,90825.11069710867
19,119593.80026172969
24,61310.66841766695
42,84409.08692851684
44,91937.91941843608
48,117404.76206427987
37,60816.41527981086
30,72987.08162850936
48,88006.0079997194
36,81481.90213060992
53,73297.79162244091
20,50550.13647297633
27,92623.86634448753
58,73868.13055662389
51,45863.56777520868
54,64860.836269044354
34,107613.71511605548
58,74442.66228169194
55,98306.76890890174
39,87858.76226087619
50,105996.72954769371
24,79239.66204524119
56,73580.17251443007
24,55610.08956454559
58,42678.86937292818
50,46768.187428406185
24,57558.58403938335
22,89316.60347161005
19,75241.66872509423
21,105159.21382941818
55,56378.81639965287
24,58192.08790860932
46,72370.87295544747
53,38809.12475952672
40,61953.454763656424
44,52084.46578458044
37,40522.73705536071
34,104554.85132224298
55,36323.745191833455
58,75482.27520088285
33,34060.194879710885
33,77129.79810638033
41,70971.40790628828
39,102812.71390536719
19,78991.33460779468
51,119197.8645010585
43,79552.90860918784
39,40594.941992881846
46,88675.18812490357
22,73162.7082403606
35,118352.74048475243
31,62039.83129146344
18,94729.25687099367
38,88713.81428411216
55,113549.06979636938
31,68666.74103517897
19,31540.847023376995
33,108785.55506182414
26,107039.26731585694
33,88965.5169573394
34,33779.93464699819
47,69665.6603189624
48,90406.23555377516
33,64934.78600965677
47,35856.033593665634
49,80379.65136291727
55,80722.4638059643
57,67919.85689951462
47,54602.36721743594
47,52677.096885053616
34,61474.10109145991
38,63121.721458568834
37,68670.18071127888
49,63466.81499197057
59,95788.13368933524
24,119937.83940103912
18,89856.03115790925
35,84173.97017164534
27,58684.97124590244
52,107876.30936879978
21,93520.22289109581
55,70804.9453221781
35,88562.16732318592
38,119585.17426979804
56,97886.78970095827
49,105717.79763232889
21,113753.45283581984
33,87851.2619403225
47,97906.38804426035
39,31852.611924008117
35,50919.74924932841
31,83510.68909862277
52,110580.52782923995
27,95152.8158259034
48,102057.177810261
18,101831.90052916098
22,44748.539424844814
20,116551.24922503621
36,64160.23726685985
25,87515.35172483881
19,40693.062795651946
42,45127.45769724263
25,97395.37373290081
22,115214.57525177009
45,52944.89589649247
20,74043.6650013508
52,69459.11963321295
18,81551.73441372276
34,61142.267855891
49,37718.71671033164
59,51857.078665558845
46,69690.41470756882
20,85327.89591685554
